ticket_id,incoming_messages
101,"[{'id': 43033944183, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-08 09:19:01'), 'updated': Timestamp('2018-10-08 09:19:01'), 'user_id': 43012946687}, {'id': 43033944187, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-10 09:19:02'), 'updated': Timestamp('2018-10-10 09:19:02'), 'user_id': 43012946687}, {'id': 43033944190, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-13 09:19:01'), 'updated': Timestamp('2018-10-13 09:19:01'), 'user_id': 43012946687}, {'id': 43033944191, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-20 09:19:01'), 'updated': Timestamp('2018-10-20 09:19:01'), 'user_id': 43012946687}, {'id': 43033944193, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-22 09:19:01'), 'updated': Timestamp('2018-10-22 09:19:01'), 'user_id': 43012946687}, {'id': 43033944195, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-27 09:19:02'), 'updated': Timestamp('2018-10-27 09:19:02'), 'user_id': 43012946687}, {'id': 43033944196, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-01 07:00:01'), 'updated': Timestamp('2018-11-01 07:00:01'), 'user_id': 43012946687}, {'id': 43033944197, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-11-02 06:01:36'), 'updated': Timestamp('2018-11-02 06:01:36'), 'user_id': 43012946687}, {'id': 43033944202, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-03 09:19:02'), 'updated': Timestamp('2018-11-03 09:19:02'), 'user_id': 43012946687}, {'id': 43033944206, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-07 07:00:01'), 'updated': Timestamp('2018-11-07 07:00:01'), 'user_id': 43012946687}, {'id': 43033944212, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-10 09:19:02'), 'updated': Timestamp('2018-11-10 09:19:02'), 'user_id': 43012946687}, {'id': 43033944215, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-11-10 09:19:02'), 'updated': Timestamp('2018-11-10 09:19:02'), 'user_id': 43012946687}, {'id': 43033944220, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-11-17 09:19:02'), 'updated': Timestamp('2018-11-17 09:19:02'), 'user_id': 43012946687}]"
102,"[{'id': 43034015624, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-11-15 10:38:02'), 'updated': Timestamp('2018-11-15 10:38:02'), 'user_id': 43012946687}, {'id': 43034015627, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-11-15 14:00:02'), 'updated': Timestamp('2018-11-15 14:00:02'), 'user_id': 43012946687}]"
103,"[{'id': 43034025041, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-11-18 07:24:01'), 'updated': Timestamp('2018-11-18 07:24:01'), 'user_id': 43012946687}]"
104,"[{'id': 43034028999, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-11-18 07:27:01'), 'updated': Timestamp('2018-11-18 07:27:01'), 'user_id': 43012946687}, {'id': 43034029000, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-18 08:00:01'), 'updated': Timestamp('2018-11-18 08:00:01'), 'user_id': 43012946687}, {'id': 43034030060, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-18 09:12:53'), 'updated': Timestamp('2018-11-18 09:12:53'), 'user_id': 43012946687}, {'id': 43034153418, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-19 06:00:02'), 'updated': Timestamp('2018-11-19 06:00:02'), 'user_id': 43012946687}]"
105,"[{'id': 43034094339, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-18 20:12:31'), 'updated': Timestamp('2018-11-18 20:12:31'), 'user_id': 43019129124}, {'id': 43041452378, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-12-16 09:20:07'), 'updated': Timestamp('2018-12-16 09:20:07'), 'user_id': 43021579026}, {'id': 43041589478, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-17 06:31:08'), 'updated': Timestamp('2018-12-17 06:31:08'), 'user_id': 43012946687}, {'id': 43041591141, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-17 06:38:24'), 'updated': Timestamp('2018-12-17 06:38:24'), 'user_id': 43012946687}, {'id': 43041626560, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-17 09:06:45'), 'updated': Timestamp('2018-12-17 09:06:45'), 'user_id': 43021579026}, {'id': 43041626675, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-12-17 09:07:07'), 'updated': Timestamp('2018-12-17 09:07:07'), 'user_id': 43021579026}, {'id': 43041635661, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-12-17 09:39:18'), 'updated': Timestamp('2018-12-17 09:39:18'), 'user_id': 43012946687}, {'id': 43042151445, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-12-18 05:27:49'), 'updated': Timestamp('2018-12-18 05:27:49'), 'user_id': 43012946687}, {'id': 43042205916, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-12-18 06:50:45'), 'updated': Timestamp('2018-12-18 06:50:45'), 'user_id': 43021579026}, {'id': 43042353704, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-12-18 10:02:58'), 'updated': Timestamp('2018-12-18 10:02:58'), 'user_id': 43019129124}, {'id': 43043225300, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-12-19 08:46:19'), 'updated': Timestamp('2018-12-19 08:46:19'), 'user_id': 43012946687}]"
106,"[{'id': 43034226512, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-19 10:39:14'), 'updated': Timestamp('2018-11-19 10:39:14'), 'user_id': 43018467164}]"
107,[]
108,"[{'id': 43035017531, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-11-22 08:41:05'), 'updated': Timestamp('2018-11-22 08:41:05'), 'user_id': 43019356962}]"
109,"[{'id': 43034961596, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-11-22 05:38:23'), 'updated': Timestamp('2018-11-22 05:38:23'), 'user_id': 43019358743}]"
110,"[{'id': 43034830224, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-11-19 07:58:02'), 'updated': Timestamp('2018-11-19 07:58:02'), 'user_id': 43012946687}, {'id': 43034830227, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-20 07:58:01'), 'updated': Timestamp('2018-11-20 07:58:01'), 'user_id': 43012946687}, {'id': 43034830228, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-21 07:58:02'), 'updated': Timestamp('2018-11-21 07:58:02'), 'user_id': 43012946687}]"
111,"[{'id': 43034831751, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-21 17:21:39'), 'updated': Timestamp('2018-11-21 17:21:39'), 'user_id': 43019413631}, {'id': 43035160731, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-22 13:21:54'), 'updated': Timestamp('2018-11-22 13:21:54'), 'user_id': 43019547310}]"
112,"[{'id': 43035040866, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-11-22 09:36:58'), 'updated': Timestamp('2018-11-22 09:36:58'), 'user_id': 43019519532}]"
113,"[{'id': 43034992679, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-11-22 07:31:42'), 'updated': Timestamp('2018-11-22 07:31:42'), 'user_id': 43019519766}, {'id': 43035059583, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-11-22 10:21:42'), 'updated': Timestamp('2018-11-22 10:21:42'), 'user_id': 43019532376}, {'id': 43035090256, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-11-22 11:09:44'), 'updated': Timestamp('2018-11-22 11:09:44'), 'user_id': 43012946687}, {'id': 43035090585, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-11-22 11:11:07'), 'updated': Timestamp('2018-11-22 11:11:07'), 'user_id': 43019519766}, {'id': 43035163782, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-11-22 13:37:03'), 'updated': Timestamp('2018-11-22 13:37:03'), 'user_id': 43019548600}, {'id': 43035193445, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-11-22 14:52:32'), 'updated': Timestamp('2018-11-22 14:52:32'), 'user_id': 43019555167}, {'id': 43036606105, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-26 06:05:58'), 'updated': Timestamp('2018-11-26 06:05:58'), 'user_id': 43012946687}, {'id': 43036606571, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-26 06:07:16'), 'updated': Timestamp('2018-11-26 06:07:16'), 'user_id': 43019555167}, {'id': 43036607466, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-26 06:12:14'), 'updated': Timestamp('2018-11-26 06:12:14'), 'user_id': 43012946687}, {'id': 43036607564, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-26 06:12:42'), 'updated': Timestamp('2018-11-26 06:12:42'), 'user_id': 43012946687}, {'id': 43036611572, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-26 06:33:22'), 'updated': Timestamp('2018-11-26 06:33:22'), 'user_id': 43012946687}, {'id': 43036620270, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-26 07:12:30'), 'updated': Timestamp('2018-11-26 07:12:30'), 'user_id': 43019548600}, {'id': 43036650974, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-26 09:17:34'), 'updated': Timestamp('2018-11-26 09:17:34'), 'user_id': 43019532376}]"
114,"[{'id': 43035027376, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-22 09:05:40'), 'updated': Timestamp('2018-11-22 09:05:40'), 'user_id': 43019519842}, {'id': 43035028936, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-22 09:06:13'), 'updated': Timestamp('2018-11-22 09:06:13'), 'user_id': 43019519842}, {'id': 43035028938, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-22 09:09:24'), 'updated': Timestamp('2018-11-22 09:09:24'), 'user_id': 43019519842}]"
115,"[{'id': 43035005428, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-18 09:19:01'), 'updated': Timestamp('2018-11-18 09:19:01'), 'user_id': 43012946687}, {'id': 43035005454, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-19 07:00:01'), 'updated': Timestamp('2018-11-19 07:00:01'), 'user_id': 43012946687}, {'id': 43035005458, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-21 08:00:02'), 'updated': Timestamp('2018-11-21 08:00:02'), 'user_id': 43012946687}, {'id': 43035005460, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-21 09:36:02'), 'updated': Timestamp('2018-11-21 09:36:02'), 'user_id': 43012946687}, {'id': 43035005464, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-21 11:21:04'), 'updated': Timestamp('2018-11-21 11:21:04'), 'user_id': 43012946687}, {'id': 43035005467, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-22 06:00:02'), 'updated': Timestamp('2018-11-22 06:00:02'), 'user_id': 43012946687}, {'id': 43035030593, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-22 09:11:33'), 'updated': Timestamp('2018-11-22 09:11:33'), 'user_id': 43019012070}, {'id': 43035030599, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-22 09:11:35'), 'updated': Timestamp('2018-11-22 09:11:35'), 'user_id': 43012946687}]"
116,[]
369,[]
926,"[{'id': 43036671715, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-01 09:13:01'), 'updated': Timestamp('2018-11-01 09:13:01'), 'user_id': 43012946687}, {'id': 43036671718, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-04 09:13:02'), 'updated': Timestamp('2018-11-04 09:13:02'), 'user_id': 43012946687}, {'id': 43036671721, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-06 09:13:02'), 'updated': Timestamp('2018-11-06 09:13:02'), 'user_id': 43012946687}, {'id': 43036671727, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-09 09:13:02'), 'updated': Timestamp('2018-11-09 09:13:02'), 'user_id': 43012946687}, {'id': 43036671731, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-11 09:13:01'), 'updated': Timestamp('2018-11-11 09:13:01'), 'user_id': 43012946687}, {'id': 43036671733, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-15 09:13:02'), 'updated': Timestamp('2018-11-15 09:13:02'), 'user_id': 43012946687}, {'id': 43036671736, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-18 09:13:01'), 'updated': Timestamp('2018-11-18 09:13:01'), 'user_id': 43012946687}, {'id': 43036671742, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-22 07:00:02'), 'updated': Timestamp('2018-11-22 07:00:02'), 'user_id': 43012946687}, {'id': 43036671757, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-25 09:13:01'), 'updated': Timestamp('2018-11-25 09:13:01'), 'user_id': 43012946687}, {'id': 43036671758, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-11-25 09:13:01'), 'updated': Timestamp('2018-11-25 09:13:01'), 'user_id': 43012946687}, {'id': 43036671760, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-26 09:13:29'), 'updated': Timestamp('2018-11-26 09:13:29'), 'user_id': 43012946687}, {'id': 43036671761, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-26 10:28:53'), 'updated': Timestamp('2018-11-26 10:28:53'), 'user_id': 43012946687}, {'id': 43036671764, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-26 10:28:57'), 'updated': Timestamp('2018-11-26 10:28:57'), 'user_id': 43014876707}, {'id': 43036671767, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-26 10:28:58'), 'updated': Timestamp('2018-11-26 10:28:58'), 'user_id': 43012946687}, {'id': 43036671772, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-26 10:29:10'), 'updated': Timestamp('2018-11-26 10:29:10'), 'user_id': 43014876707}, {'id': 43036671774, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-26 10:29:11'), 'updated': Timestamp('2018-11-26 10:29:11'), 'user_id': 43012946687}, {'id': 43036671787, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-26 10:29:15'), 'updated': Timestamp('2018-11-26 10:29:15'), 'user_id': 43012946687}, {'id': 43036671789, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-26 10:29:18'), 'updated': Timestamp('2018-11-26 10:29:18'), 'user_id': 43012946687}, {'id': 43036671790, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-26 10:29:25'), 'updated': Timestamp('2018-11-26 10:29:25'), 'user_id': 43014876707}, {'id': 43036671793, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-26 10:29:25'), 'updated': Timestamp('2018-11-26 10:29:25'), 'user_id': 43012946687}, {'id': 43036671794, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-11-26 10:29:41'), 'updated': Timestamp('2018-11-26 10:29:41'), 'user_id': 43014876707}, {'id': 43036671796, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-26 10:29:42'), 'updated': Timestamp('2018-11-26 10:29:42'), 'user_id': 43012946687}, {'id': 43036671798, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-26 10:29:46'), 'updated': Timestamp('2018-11-26 10:29:46'), 'user_id': 43012946687}, {'id': 43036672973, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-26 10:29:53'), 'updated': Timestamp('2018-11-26 10:29:53'), 'user_id': 43014876707}, {'id': 43036672978, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-26 10:29:54'), 'updated': Timestamp('2018-11-26 10:29:54'), 'user_id': 43014876707}, {'id': 43036672982, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-26 10:29:54'), 'updated': Timestamp('2018-11-26 10:29:54'), 'user_id': 43012946687}, {'id': 43036672985, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-26 10:29:55'), 'updated': Timestamp('2018-11-26 10:29:55'), 'user_id': 43012946687}, {'id': 43036672987, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-26 10:29:58'), 'updated': Timestamp('2018-11-26 10:29:58'), 'user_id': 43012946687}, {'id': 43036672991, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-26 10:30:01'), 'updated': Timestamp('2018-11-26 10:30:01'), 'user_id': 43012946687}, {'id': 43036672994, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-26 10:30:04'), 'updated': Timestamp('2018-11-26 10:30:04'), 'user_id': 43012946687}, {'id': 43036672999, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-26 10:30:04'), 'updated': Timestamp('2018-11-26 10:30:04'), 'user_id': 43012946687}, {'id': 43036937554, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-11-27 09:13:02'), 'updated': Timestamp('2018-11-27 09:13:02'), 'user_id': 43012946687}]"
